Level,ExpToNextLevel,GoodReward1,GoodAmount1,GoodReward2,GoodAmount2,GoodReward3,GoodAmount3,ThresholdRewardSet1,ThresholdRewardSet2,ThresholdRewardSet3,ThresholdRewardSet4,ThresholdRewardSet5,MaxFields,MaxEvents,CaretakerStorageCapacity,MillerStorageCapacity,MaxCatAmount,MaxCatHouseAmount,MaxDogAmount,MaxDogHouseAmount,MaxHorseAmount,MaxHorseHouseAmount,MaxDonkeyAmount,MaxDonkeyHouseAmount,MaxBunnyAmount,MaxBunnyHouseAmount,MaxKittenAmount,MaxKittenHouseAmount,MaxPuppyAmount,MaxPuppyHouseAmount,MaxGuineaPigAmount,MaxGuineaPigHouseAmount,MaxBirdAmount,MaxBirdHouseAmount,MaxChickenHabitats,MaxCowHabitats,MaxSheepHabitats,MaxPigHabitats,MaxGoatHabitats,MaxHammermills,MaxSugarMills,MaxSmelters,MaxBeeHabitats,MaxSquirrelHabitats,MinGoodsInOrderDelivery,MaxGoodsInOrderDelivery,OrderCancelTimeMin,OrderSpeedUpPrice,BoatOrderSpeedUpPrice,MaxOrderCount,CashExpMultiplier,EventCounterClicks,OrderMinValue,OrderMaxValue,DiamondsToCoinsRate,GuestOrderValue,MinCrateAmountInBoatOrder,MaxCrateAmountInBoatOrder,MinBoatOrderValue,MaxBoatOrderValue,MinGoodTypesInBoatOrder,MaxGoodTypesInBoatOrder,MinBoatStayTimeMinutes,MaxBoatStayTimeMinutes,BoatETAMinutes,BoatRewardMultiplier,SpecialOrderProbablity,SpecialOrderMaxCount,FeatureTID,FeaturePNGURL
872,12547000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,461,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
873,12567000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,461,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
874,12587000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,461,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
875,12607000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,461,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
876,12627000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,461,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
877,12647000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,461,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
878,12667000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,461,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
879,12687000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,461,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
880,12707000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,461,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
881,12727000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,462,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
882,12747000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,462,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
883,12767000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,462,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
884,12787000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,462,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
885,12807000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,462,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
886,12827000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,462,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
887,12847000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,462,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
888,12867000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,462,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
889,12887000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,462,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
890,12907000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,462,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
891,12927000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,463,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
892,12947000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,463,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
893,12967000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,463,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
894,12987000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,463,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,80,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
895,13007000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,463,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,80,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
896,13027000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,463,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,80,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
897,13047000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,463,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,80,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
898,13067000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,463,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,80,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
899,13087000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,463,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,80,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
900,13107000,FreeDiamonds,425,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,463,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,80,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
901,13127000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,464,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,78,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
902,13147000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,464,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,78,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
903,13167000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,464,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,78,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
904,13187000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,464,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,78,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
905,13207000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,464,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,78,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
906,13227000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,464,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,78,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
907,13247000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,464,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,78,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
908,13267000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,464,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,78,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
909,13287000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,464,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,78,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
910,13307000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,464,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,78,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
911,13327000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,465,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
912,13347000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,465,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
913,13367000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,465,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
914,13387000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,465,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
915,13407000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,465,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
916,13427000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,465,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
917,13447000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,465,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
918,13467000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,465,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
919,13487000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,465,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
920,13507000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,465,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
921,13527000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,466,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
922,13547000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,466,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
923,13567000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,466,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
924,13587000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,466,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
925,13607000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,466,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
926,13627000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,466,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
927,13647000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,466,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
928,13667000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,466,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
929,13687000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,466,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
930,13707000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,466,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
931,13727000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,467,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
932,13747000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,467,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
933,13767000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,467,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
934,13787000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,467,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
935,13807000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,467,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
936,13827000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,467,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,79,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
937,13847000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,467,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,80,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
938,13867000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,467,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,80,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
939,13887000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,467,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,80,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
940,13907000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,467,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,80,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
941,13927000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,468,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,80,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
942,13947000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,468,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,80,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
943,13967000,FreeDiamonds,20,,,,,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,468,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,78,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
944,13987000,FreeDiamonds,20,,,,,RewardSetML11,RewardSetML12,RewardSetML11,RewardSetML12,RewardSetML11,468,1712,200,200,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,2,2,5,1,1,1,6,30,3,5,9,50,78,231,463,46962,145,6,12,846,946,3,3,720,1080,240,1000,10,3,,
